18.070866; 14.406779; 20.887371; 0
17.401575; 13.926554; 20.887371; -2
17.401575; 14.406779; 20.887371; -4
17.401575; 14.406779; 20.887371; -5
18.070866; 14.406779; 21.757679; -6
18.070866; 14.406779; 21.757679; -8
18.070866; 14.887006; 21.757679; -8
18.070866; 14.406779; 21.757679; -10
18.070866; 15.367231; 22.627987; -10
18.740158; 15.367231; 23.498293; -11
18.740158; 15.367231; 23.498293; -12
18.740158; 15.367231; 22.627987; -13
18.740158; 15.847458; 22.627987; -13
18.740158; 15.847458; 23.498293; -14
18.740158; 15.847458; 23.498293; -14
18.740158; 15.367231; 22.627987; -15
18.740158; 15.367231; 22.627987; -16
19.409449; 15.847458; 23.498293; -16
19.409449; 15.847458; 23.498293; -17
18.740158; 15.847458; 23.498293; -17
18.740158; 15.847458; 23.498293; -18
19.409449; 15.847458; 23.498293; -18
19.409449; 15.847458; 23.498293; -19
19.409449; 15.847458; 23.498293; -19
20.078741; 16.327684; 24.368601; -20
19.409449; 15.847458; 23.498293; -20
19.409449; 15.847458; 23.498293; -21
19.409449; 16.327684; 24.368601; -22
19.409449; 16.327684; 24.368601; -22
20.078741; 16.807909; 25.238909; -23
20.078741; 16.327684; 25.238909; -23
19.409449; 16.327684; 24.368601; -24
19.409449; 16.327684; 24.368601; -24
20.078741; 16.807909; 25.238909; -24
19.409449; 16.327684; 24.368601; -25
19.409449; 16.327684; 24.368601; -26
19.409449; 16.327684; 24.368601; -26
19.409449; 16.327684; 24.368601; -27
20.748032; 16.807909; 25.238909; -27
19.409449; 16.327684; 24.368601; -28
19.409449; 16.327684; 24.368601; -28
20.748032; 17.288136; 25.238909; -29
20.748032; 17.288136; 25.238909; -29
20.748032; 17.288136; 26.109215; -30
20.078741; 16.807909; 25.238909; -30
20.748032; 17.288136; 25.238909; -31
20.748032; 16.807909; 26.109215; -31
20.078741; 16.807909; 25.238909; -32
20.078741; 16.807909; 25.238909; -32
20.078741; 16.807909; 25.238909; -33
20.078741; 16.807909; 25.238909; -34
20.078741; 16.807909; 25.238909; -34
20.078741; 16.807909; 25.238909; -34
20.078741; 16.807909; 25.238909; -35
20.748032; 17.288136; 26.109215; -35
20.748032; 17.768362; 26.109215; -36
20.748032; 17.768362; 26.109215; -36
20.748032; 17.768362; 26.109215; -37
20.748032; 17.768362; 26.979523; -37
21.417322; 17.768362; 26.979523; -38
21.417322; 17.768362; 26.979523; -38
20.748032; 17.768362; 26.979523; -39
21.417322; 17.768362; 26.979523; -40
20.748032; 17.768362; 26.979523; -40
20.748032; 18.248587; 26.979523; -41
21.417322; 18.248587; 26.979523; -41
21.417322; 18.248587; 26.979523; -42
21.417322; 18.248587; 27.849829; -42
21.417322; 18.248587; 26.979523; -43
21.417322; 18.248587; 26.979523; -43
21.417322; 18.248587; 27.849829; -44
21.417322; 18.248587; 27.849829; -44
22.086615; 18.728813; 28.720137; -45
22.086615; 18.728813; 28.720137; -45
22.755905; 19.689266; 29.590445; -46
