0.669291; 0.960452; 0.870307; -1
0.000000; 0.480226; 0.000000; -3
0.000000; 0.480226; 0.000000; -4
0.000000; 0.960452; 0.870307; -6
0.000000; 0.480226; 0.000000; -7
0.000000; 0.480226; 0.000000; -8
0.000000; 0.960452; 0.870307; -9
0.000000; 0.960452; 1.740614; -10
0.000000; 0.480226; 0.000000; -11
0.000000; 0.480226; 0.000000; -12
0.000000; 0.480226; 0.000000; -13
0.000000; 0.480226; 0.000000; -13
0.000000; 0.000000; 0.870307; -14
0.000000; 0.480226; 0.000000; -15
0.000000; 0.480226; 0.000000; -15
0.000000; 0.000000; 0.000000; -16
0.669291; 0.960452; 0.870307; -17
0.000000; 0.960452; 0.870307; -17
0.000000; 0.960452; 0.870307; -17
0.000000; 0.960452; 0.870307; -18
0.000000; 0.960452; 0.870307; -18
0.000000; 0.960452; 1.740614; -19
0.000000; 0.480226; 0.000000; -19
0.000000; 0.480226; 0.000000; -20
0.000000; 0.480226; 0.000000; -20
0.000000; 0.480226; 0.000000; -21
0.000000; 0.960452; 0.870307; -21
0.000000; 0.960452; 0.870307; -22
0.000000; 0.480226; 0.000000; -22
0.000000; 0.480226; 0.000000; -23
0.000000; 0.480226; 0.000000; -24
0.000000; 0.480226; 0.000000; -24
0.000000; 0.480226; 0.000000; -25
0.000000; 0.480226; 0.000000; -25
0.000000; 0.960452; 0.870307; -26
0.000000; 0.960452; 0.870307; -26
0.000000; 0.960452; 1.740614; -27
0.000000; 0.480226; 0.000000; -27
0.000000; 0.960452; 0.870307; -28
0.000000; 0.960452; 0.870307; -28
0.000000; 0.960452; 0.870307; -29
0.000000; 0.960452; 0.870307; -29
0.000000; 0.960452; 0.870307; -30
0.000000; 0.960452; 0.870307; -30
0.000000; 0.480226; 0.000000; -31
0.000000; 0.960452; 1.740614; -31
0.000000; 0.960452; 0.870307; -32
0.000000; 0.960452; 0.870307; -32
0.000000; 0.480226; 0.870307; -33
0.000000; 0.960452; 1.740614; -33
0.000000; 0.960452; 1.740614; -34
0.000000; 0.480226; 0.000000; -34
0.000000; 0.480226; 0.000000; -35
0.000000; 0.480226; 0.000000; -35
0.000000; 0.960452; 0.870307; -36
0.000000; 0.480226; 0.000000; -36
0.000000; 0.480226; 0.000000; -37
0.000000; 0.960452; 0.870307; -37
0.000000; 0.480226; 0.000000; -38
0.000000; 0.480226; 0.000000; -38
0.000000; 0.480226; 0.000000; -39
0.000000; 0.960452; 0.870307; -40
0.000000; 0.960452; 0.870307; -40
0.000000; 0.480226; 0.870307; -40
0.000000; 0.480226; 0.000000; -41
0.669291; 0.960452; 0.870307; -41
0.000000; 0.480226; 0.870307; -42
0.000000; 0.960452; 0.870307; -43
0.000000; 0.960452; 0.870307; -43
0.000000; 0.480226; 0.870307; -44
0.000000; 0.480226; 0.000000; -44
0.000000; 0.480226; 0.000000; -45
0.000000; 0.480226; 0.000000; -45
0.000000; 0.480226; 0.000000; -46
0.000000; 0.960452; 0.870307; -46
0.000000; 0.960452; 0.870307; -47
