0; 0; 1.000000; 0; 0
0; 0; 1.000000; 100; 100
0; 0; 1.000000; 100; 100
3; 3; 1.000000; 100; 100
5; 5; 1.000000; 99; 100
8; 9; 1.000000; 100; 100
13; 14; 1.000000; 100; 98
16; 17; 1.000000; 100; 97
20; 21; 1.000000; 100; 98
25; 26; 1.000000; 100; 98
29; 26; 1.000000; 92; 100
35; 36; 1.000000; 100; 98
41; 42; 1.000000; 100; 98
43; 47; 1.000000; 100; 90
49; 51; 1.000000; 100; 96
56; 58; 1.000000; 100; 95
60; 62; 1.000000; 100; 96
67; 69; 1.000000; 100; 96
71; 73; 1.000000; 100; 96
78; 80; 1.000000; 100; 96
83; 84; 1.000000; 100; 98
90; 91; 1.000000; 100; 98
94; 96; 1.000000; 100; 93
101; 103; 1.000000; 100; 93
108; 109; 1.000000; 100; 96
113; 114; 1.000000; 100; 98
118; 119; 1.000000; 100; 100
125; 126; 1.000000; 100; 98
130; 130; 1.000000; 100; 88
137; 137; 1.000000; 93; 100
141; 144; 1.000000; 100; 97
148; 146; 1.000000; 97; 100
156; 151; 1.000000; 85; 100
160; 160; 1.000000; 100; 100
165; 167; 1.000000; 100; 100
172; 172; 1.000000; 98; 100
177; 179; 1.000000; 100; 100
182; 184; 1.000000; 100; 100
189; 191; 1.000000; 91; 100
198; 198; 1.000000; 100; 99
206; 203; 1.000000; 91; 100
210; 210; 1.000000; 100; 100
215; 213; 1.000000; 97; 100
222; 223; 1.000000; 100; 97
230; 230; 1.000000; 85; 100
234; 235; 1.000000; 88; 100
241; 242; 1.000000; 100; 100
246; 247; 1.000000; 99; 100
253; 254; 1.000000; 100; 100
258; 259; 1.000000; 93; 100
265; 266; 1.000000; 100; 100
265; 268; 1.000000; 100; 92
277; 278; 1.000000; 88; 100
282; 280; 1.000000; 100; 92
287; 285; 1.000000; 97; 100
296; 297; 1.000000; 97; 100
301; 302; 1.000000; 100; 98
306; 309; 1.000000; 100; 100
315; 316; 1.000000; 94; 100
320; 318; 1.000000; 100; 100
327; 328; 1.000000; 100; 85
332; 333; 1.000000; 100; 100
339; 340; 1.000000; 100; 98
344; 345; 1.000000; 100; 100
351; 352; 1.000000; 100; 98
356; 357; 1.000000; 100; 98
363; 364; 1.000000; 100; 98
365; 369; 1.000000; 100; 98
373; 376; 1.000000; 100; 98
380; 381; 1.000000; 100; 100
387; 388; 1.000000; 100; 98
392; 393; 1.000000; 100; 100
399; 400; 1.000000; 100; 95
404; 405; 1.000000; 100; 98
411; 412; 1.000000; 100; 95
416; 415; 1.000000; 100; 98
418; 424; 1.000000; 100; 89
428; 429; 1.000000; 100; 98
436; 436; 1.000000; 94; 100
440; 441; 1.000000; 100; 98
445; 448; 1.000000; 100; 92
452; 453; 1.000000; 100; 98
460; 460; 1.000000; 100; 98
464; 465; 1.000000; 100; 98
472; 470; 1.000000; 100; 96
476; 477; 1.000000; 96; 100
484; 485; 1.000000; 100; 98
491; 492; 1.000000; 100; 98
498; 497; 1.000000; 99; 100
503; 504; 1.000000; 100; 96
510; 506; 1.000000; 97; 100
515; 516; 1.000000; 100; 98
522; 523; 1.000000; 100; 98
527; 528; 1.000000; 96; 100
532; 536; 1.000000; 96; 100
539; 541; 1.000000; 95; 100
546; 545; 1.000000; 100; 98
551; 553; 1.000000; 95; 100
559; 560; 1.000000; 100; 96
563; 565; 1.000000; 100; 98
571; 570; 1.000000; 96; 100
576; 577; 1.000000; 100; 93
580; 582; 1.000000; 100; 96
588; 589; 1.000000; 99; 100
595; 597; 1.000000; 99; 100
600; 599; 1.000000; 95; 100
607; 609; 1.000000; 100; 96
614; 613; 1.000000; 100; 92
619; 621; 1.000000; 100; 96
624; 628; 1.000000; 99; 100
632; 633; 1.000000; 100; 93
639; 640; 1.000000; 100; 89
644; 643; 1.000000; 100; 95
649; 650; 1.000000; 100; 95
656; 655; 1.000000; 100; 96
661; 662; 1.000000; 100; 99
668; 669; 1.000000; 100; 98
673; 674; 1.000000; 87; 100
680; 682; 1.000000; 100; 93
688; 689; 1.000000; 100; 98
695; 696; 1.000000; 100; 95
700; 701; 1.000000; 100; 99
705; 706; 1.000000; 100; 96
712; 713; 1.000000; 100; 98
717; 721; 1.000000; 100; 96
724; 725; 1.000000; 100; 98
732; 733; 1.000000; 97; 100
736; 737; 1.000000; 100; 98
744; 745; 1.000000; 100; 98
749; 750; 1.000000; 100; 98
756; 754; 1.000000; 100; 100
761; 762; 1.000000; 93; 100
768; 769; 1.000000; 100; 98
773; 771; 1.000000; 93; 100
781; 781; 1.000000; 95; 100
786; 784; 1.000000; 100; 98
793; 793; 1.000000; 100; 96
798; 798; 1.000000; 100; 98
803; 805; 1.000000; 100; 100
808; 810; 1.000000; 100; 100
818; 815; 1.000000; 91; 100
822; 823; 1.000000; 100; 93
827; 827; 1.000000; 95; 100
835; 835; 1.000000; 100; 100
840; 840; 1.000000; 100; 100
847; 847; 1.000000; 100; 100
854; 855; 1.000000; 93; 100
859; 859; 1.000000; 100; 100
864; 864; 1.000000; 95; 100
872; 872; 1.000000; 100; 94
876; 877; 1.000000; 100; 97
884; 884; 1.000000; 100; 100
891; 891; 1.000000; 100; 100
896; 894; 1.000000; 95; 100
901; 901; 1.000000; 100; 100
908; 909; 1.000000; 100; 97
913; 914; 1.000000; 100; 97
921; 919; 1.000000; 93; 100
926; 929; 1.000000; 100; 100
933; 931; 1.000000; 93; 100
938; 939; 1.000000; 100; 98
945; 946; 1.000000; 97; 100
950; 953; 1.000000; 99; 100
958; 959; 1.000000; 100; 98
965; 966; 1.000000; 100; 96
972; 973; 1.000000; 100; 86
977; 976; 1.000000; 97; 100
982; 983; 1.000000; 100; 98
990; 991; 1.000000; 100; 98
997; 998; 1.000000; 100; 98
1002; 1003; 1.000000; 100; 100
1009; 1010; 1.000000; 100; 98
1024; 1025; 1.000000; 100; 98
1029; 1027; 1.000000; 94; 100
1037; 1037; 1.000000; 95; 100
1044; 1045; 1.000000; 94; 100
1049; 1050; 1.000000; 100; 96
1056; 1057; 1.000000; 100; 98
1059; 1062; 1.000000; 100; 98
1069; 1070; 1.000000; 94; 100
1074; 1075; 1.000000; 100; 98
1081; 1082; 1.000000; 99; 100
1086; 1087; 1.000000; 100; 93
1093; 1092; 1.000000; 100; 95
1096; 1099; 1.000000; 100; 95
1110; 1112; 1.000000; 100; 95
1118; 1119; 1.000000; 100; 98
1123; 1124; 1.000000; 100; 96
1128; 1127; 1.000000; 99; 100
1135; 1136; 1.000000; 97; 100
1143; 1144; 1.000000; 100; 98
1148; 1149; 1.000000; 90; 100
1152; 1153; 1.000000; 97; 100
1167; 1168; 1.000000; 100; 98
1172; 1173; 1.000000; 100; 98
1177; 1181; 1.000000; 100; 98
1185; 1183; 1.000000; 94; 100
1190; 1188; 1.000000; 94; 100
1197; 1198; 1.000000; 100; 95
1202; 1203; 1.000000; 100; 97
1209; 1210; 1.000000; 100; 98
1217; 1217; 1.000000; 100; 98
1222; 1222; 1.000000; 100; 100
1227; 1227; 1.000000; 100; 98
1234; 1235; 1.000000; 100; 97
1239; 1240; 1.000000; 100; 97
1246; 1247; 1.000000; 100; 98
1254; 1252; 1.000000; 100; 100
1259; 1260; 1.000000; 95; 100
1267; 1267; 1.000000; 95; 100
1272; 1272; 1.000000; 100; 100
1276; 1277; 1.000000; 100; 98
1284; 1285; 1.000000; 100; 97
1291; 1289; 1.000000; 100; 100
1296; 1297; 1.000000; 100; 98
1304; 1304; 1.000000; 100; 90
1309; 1309; 1.000000; 100; 100
1314; 1314; 1.000000; 100; 100
1321; 1322; 1.000000; 100; 94
1326; 1327; 1.000000; 100; 94
1334; 1334; 1.000000; 100; 100
1341; 1342; 1.000000; 100; 100
1346; 1347; 1.000000; 100; 90
1354; 1354; 1.000000; 100; 100
1359; 1359; 1.000000; 100; 100
1366; 1367; 1.000000; 85; 100
1371; 1371; 1.000000; 100; 100
1376; 1376; 1.000000; 98; 100
1384; 1384; 1.000000; 100; 100
1389; 1389; 1.000000; 100; 100
1396; 1397; 1.000000; 100; 100
1404; 1404; 1.000000; 100; 88
1409; 1409; 1.000000; 94; 100
1414; 1414; 1.000000; 100; 100
1421; 1421; 1.000000; 100; 100
1426; 1427; 1.000000; 100; 97
1433; 1434; 1.000000; 97; 100
1441; 1442; 1.000000; 100; 98
1446; 1447; 1.000000; 90; 100
1451; 1451; 1.000000; 100; 100
1458; 1459; 1.000000; 100; 97
1463; 1464; 1.000000; 100; 100
1471; 1471; 1.000000; 100; 100
1478; 1479; 1.000000; 94; 100
1483; 1483; 1.000000; 95; 100
1490; 1491; 1.000000; 100; 90
1495; 1496; 1.000000; 100; 90
1500; 1498; 1.000000; 95; 100
1508; 1508; 1.000000; 100; 100
1513; 1513; 1.000000; 100; 100
1520; 1520; 1.000000; 100; 100
1528; 1528; 1.000000; 100; 88
1532; 1530; 1.000000; 95; 100
1538; 1537; 1.000000; 92; 100
1540; 1545; 1.000000; 100; 96
1552; 1552; 1.000000; 93; 100
1562; 1562; 1.000000; 100; 100
1569; 1569; 1.000000; 100; 100
1572; 1574; 1.000000; 100; 100
1580; 1579; 1.000000; 96; 100
1587; 1587; 1.000000; 93; 100
1592; 1592; 1.000000; 100; 100
1597; 1597; 1.000000; 100; 100
1604; 1604; 1.000000; 99; 100
1612; 1612; 1.000000; 100; 100
1617; 1617; 1.000000; 100; 100
1624; 1625; 1.000000; 95; 100
1629; 1627; 1.000000; 100; 98
1637; 1635; 1.000000; 100; 94
1642; 1639; 1.000000; 100; 100
1649; 1650; 1.000000; 97; 100
1654; 1655; 1.000000; 100; 100
1662; 1662; 1.000000; 100; 94
1669; 1670; 1.000000; 100; 98
1676; 1677; 1.000000; 97; 100
1682; 1680; 1.000000; 100; 98
1689; 1690; 1.000000; 97; 100
1694; 1695; 1.000000; 100; 98
1701; 1700; 1.000000; 97; 100
1706; 1707; 1.000000; 100; 96
1714; 1712; 1.000000; 100; 98
1719; 1720; 1.000000; 100; 98
1726; 1727; 1.000000; 100; 98
1731; 1732; 1.000000; 97; 100
1739; 1740; 1.000000; 93; 100
1744; 1742; 1.000000; 100; 98
1748; 1750; 1.000000; 100; 95
1756; 1757; 1.000000; 100; 98
1761; 1765; 1.000000; 100; 89
1768; 1770; 1.000000; 100; 97
1776; 1777; 1.000000; 100; 98
1778; 1782; 1.000000; 100; 98
1788; 1789; 1.000000; 100; 99
1794; 1794; 1.000000; 100; 100
1798; 1799; 1.000000; 100; 100
1806; 1807; 1.000000; 100; 84
1814; 1814; 1.000000; 100; 100
1819; 1817; 1.000000; 94; 100
1826; 1824; 1.000000; 100; 100
1831; 1831; 1.000000; 100; 100
1836; 1839; 1.000000; 100; 93
1844; 1844; 1.000000; 100; 100
1849; 1849; 1.000000; 100; 90
1856; 1856; 1.000000; 100; 100
1864; 1864; 1.000000; 100; 93
1869; 1866; 1.000000; 100; 100
1874; 1874; 1.000000; 100; 100
1884; 1881; 1.000000; 96; 100
1889; 1889; 1.000000; 100; 100
1894; 1894; 1.000000; 100; 100
1901; 1901; 1.000000; 100; 96
1909; 1909; 1.000000; 100; 100
1914; 1914; 1.000000; 100; 100
1916; 1919; 1.000000; 100; 93
1926; 1926; 1.000000; 100; 100
1931; 1931; 1.000000; 100; 100
1939; 1939; 1.000000; 100; 97
1946; 1946; 1.000000; 95; 100
1951; 1951; 1.000000; 100; 100
1956; 1954; 1.000000; 95; 100
1966; 1967; 1.000000; 100; 97
1971; 1972; 1.000000; 100; 100
1979; 1979; 1.000000; 100; 94
1984; 1984; 1.000000; 100; 100
1989; 1992; 1.000000; 100; 97
1996; 1997; 1.000000; 100; 100
2004; 2004; 1.000000; 100; 100
2009; 2010; 1.000000; 100; 98
2017; 2017; 1.000000; 100; 94
2022; 2022; 1.000000; 100; 98
2029; 2030; 1.000000; 91; 100
2034; 2035; 1.000000; 100; 100
2042; 2042; 1.000000; 100; 98
2047; 2045; 1.000000; 100; 98
2054; 2052; 1.000000; 100; 97
2059; 2060; 1.000000; 100; 100
2067; 2068; 1.000000; 100; 97
2072; 2073; 1.000000; 100; 98
2077; 2080; 1.000000; 97; 100
2084; 2085; 1.000000; 100; 98
2092; 2093; 1.000000; 100; 91
2099; 2100; 1.000000; 100; 100
2107; 2108; 1.000000; 100; 94
2114; 2113; 1.000000; 100; 98
2119; 2120; 1.000000; 100; 98
2127; 2128; 1.000000; 100; 98
2134; 2135; 1.000000; 100; 100
2139; 2140; 1.000000; 100; 98
2147; 2148; 1.000000; 100; 98
2152; 2153; 1.000000; 100; 98
2159; 2160; 1.000000; 100; 94
2164; 2165; 1.000000; 97; 100
2172; 2173; 1.000000; 94; 100
2179; 2180; 1.000000; 100; 98
2179; 2187; 1.000000; 100; 84
2194; 2195; 1.000000; 100; 98
2199; 2200; 1.000000; 100; 100
2207; 2205; 1.000000; 100; 94
2212; 2212; 1.000000; 100; 100
2217; 2219; 1.000000; 100; 96
2222; 2222; 1.000000; 100; 100
2232; 2231; 1.000000; 95; 100
2237; 2237; 1.000000; 93; 100
2244; 2241; 1.000000; 96; 100
2249; 2249; 1.000000; 100; 99
2257; 2256; 1.000000; 100; 100
2262; 2261; 1.000000; 93; 100
2269; 2269; 1.000000; 100; 96
2272; 2273; 1.000000; 98; 100
2279; 2281; 1.000000; 100; 100
2286; 2286; 1.000000; 100; 99
2291; 2289; 1.000000; 92; 100
2299; 2296; 1.000000; 100; 100
2306; 2306; 1.000000; 100; 97
2306; 2306; 1.000000; 100; 100
2319; 2319; 1.000000; 100; 99
2324; 2323; 1.000000; 98; 100
2329; 2329; 1.000000; 100; 96
2336; 2336; 1.000000; 100; 100
2344; 2344; 1.000000; 86; 100
2349; 2349; 1.000000; 92; 100
2356; 2354; 1.000000; 100; 100
2361; 2361; 1.000000; 100; 98
2368; 2366; 1.000000; 100; 97
2376; 2376; 1.000000; 100; 100
2381; 2381; 1.000000; 100; 97
2389; 2389; 1.000000; 97; 100
2394; 2397; 1.000000; 97; 100
2401; 2402; 1.000000; 100; 95
